施設名,調査_年月日,郵便番号,全国地方公共団体コード,都道府県名,市区町村名,町丁目名,電話番号,施設URL,緯度,経度,駐車場の有無,駐車可能台数,車いす専用駐車場の有無,駐車可能台数2,エレベーターの有無,台数（Aタイプ）,定員数（Aタイプ）,奥行(cm)（Aタイプ）,入口幅(cm)（Aタイプ）,音声案内の有無（Aタイプ）,点字表示(エレベーター内)の有無（Aタイプ）,車いす利用者用パネル(ボタン)の有無（Aタイプ）,台数（Bタイプ）,定員数（Bタイプ）,奥行(cm)（Bタイプ）,入口幅(cm)（Bタイプ）,音声案内の有無（Bタイプ）,点字表示(エレベーター内)の有無（Bタイプ）,車いす利用者用パネル(ボタン)の有無（Bタイプ）,台数（Cタイプ）,定員数（Cタイプ）,奥行(cm)（Cタイプ）,入口幅(cm)（Cタイプ）,音声案内の有無（Cタイプ）,点字表示(エレベーター内)の有無（Cタイプ）,車いす利用者用パネル(ボタン)の有無（Cタイプ）,台数（Dタイプ）,定員数（Dタイプ）,奥行(cm)（Dタイプ）,入口幅(cm)（Dタイプ）,音声案内の有無（Dタイプ）,点字表示(エレベーター内)の有無（Dタイプ）,車いす利用者用パネル(ボタン)の有無（Dタイプ）,台数（Eタイプ）,定員数（Eタイプ）,奥行(cm)（Eタイプ）,入口幅(cm)（Eタイプ）,音声案内の有無（Eタイプ）,点字表示(エレベーター内)の有無（Eタイプ）,車いす利用者用パネル(ボタン)の有無（Eタイプ）,入口名称,自動ドアの有無,施設出入口付近スロープの有無,施設出入口の間口有効寸法(cm),施設出入口の段差の有無,段差の高さ(cm),階段の手すりの有無,点字ブロックの有無,敷地内道路の点字ブロックの有無,館内の点字ブロックの有無,点字や浮き出し文字による館内案内マップの有無,車椅子使用者対応トイレの設置有無⇒だれでもトイレの設置有無,施設内合計設置数,設置フロア階層,オストメイト対応トイレの有無,施設内合計設置数3,設置フロア階層4,エスカレーターの有無,車いす対応エスカレーターの有無（階段昇降機の有無）,可動式スロープの有無,補助犬のエサ用ボールの有無,個数,補助犬のマットの有無,枚数,補助犬専用トイレの有無,設置箇所数,筆談対応用備品の有無,個数5,聴覚障害者用　振動時計の有無,個数6,聴覚障害者用　タッチパネルの有無,個数7,フラッシュベル（聴覚障害者用アラートシステム）の貸出の可否,個数8,ベビーチェアの貸出の可否,台数,ベビーベッドの貸出の可否,台数9,ベビーカーの貸出の可否,台数10,車いすの貸出の可否,台数11,シャワーチェアの貸出の可否,台数12,移動式手すりの貸出の可否,個数13,点字や浮き出し文字による館内案内マップの貸出の可否,個数14,施設内おむつ交換台の有無,台数15,字幕対応テレビの有無,個数16,スタッフの手話対応の可否,対応可能日時（曜日や時間帯等）,スタッフの筆談対応の可否,対応可能日時（曜日や時間帯等）17,送迎車の有無,ノンステップ対応車の有無,（乗降車時における車いす使用者への対応）ドアマン・ベルスタッフ対応の可否,（乗降車時における車いす使用者への対応）乗降車用スロープの配備有無,傾斜型自動券売機の有無,ホームドアの有無,授乳室の有無,備考
京急 品川駅,2021/1/19,1080074,131032,東京都,港区,高輪3-26-26,03-3441-2451,https://www.keikyu.co.jp/company/csr/barrierfree.html,35.697887,139.682899,無,,無,,有,1,11,143,90,有,有,有,1,11,137,90,,,,,,,,,,,,,,,,,,,,,,,,,高輪口,無,無,,無,,有,有,無,有,有,無,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,2,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,3,無,,無,,有,常時対応,無,無,有,有,有,無,無,
JR 吉祥寺駅,2022/12/12,1800003,132039,東京都,武蔵野市,吉祥寺南町1丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,2F,有,1,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
京王 吉祥寺駅,2020/2/14,1800003,132039,東京都,武蔵野市,吉祥寺南町2-1-31,0422-43-5522,https://www.keio.co.jp/train/station/index.html,35.688601,139.787725,無,,無,,有,2,22,230,120,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,無,1,3F,有,1,3F,有,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電,無,無,無,無,有,有,無,
東京メトロ 押上〈スカイツリー前〉,2021/1/28,1310045,131075,東京都,墨田区,押上1-1-65,03-3621-4025,https://www.tokyometro.jp/station/oshiage/,35.723435,139.683389,無,,無,,有,4,11,,,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,1,B2F,有,1,B2F,有,無,無,無,,無,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,,無,,有,常時対応,無,無,無,無,有,有,無,
浅草線　押上,,1310045,131075,東京都,墨田区,押上一丁目8番21号,03-3622-5872,https://www.kotsu.metro.tokyo.jp/subway/stations/oshiage.html,35.732579,139.670498,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,無,,,無,,,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,無,無,
京王 高尾山口駅,2021/1/27,1930844,132012,東京都,八王子市,高尾町2241,042-661-6825,https://www.keio.co.jp/train/station/index.html,35.688601,139.787725,無,,無,,有,1,11,141,85,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,無,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電,無,無,無,無,有,無,無,
JR 蒲田駅,2022/12/12,1440052,131113,東京都,大田区,蒲田5丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,2F,有,1,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
京急 蒲田駅,2021/1/19,1440052,131113,東京都,大田区,蒲田4-50-10,03-3731-2928,https://www.keikyu.co.jp/company/csr/barrierfree.html,35.697887,139.682899,無,,無,,有,1,11,142,90,有,有,有,1,18,207,91,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,無,1,M2F,有,1,M2F,有,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,1,無,,無,,無,,有,3,無,,無,,有,常時対応,無,無,有,有,有,有,無,
御岳登山鉄道 滝本駅,2022/1/25,1980174,132055,東京都,青梅市,御岳2-483,0428-78-8121,https://www.mitaketozan.co.jp/,35.758527,139.628901,有,136,有,1,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,無,有,1,1F,有,1,1F,無,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,有,2,無,,無,,無,,有,1,無,,無,,有,7:30～18:30,無,無,無,無,無,無,無,
御岳登山鉄道 御岳山駅,2022/1/25,1980175,132055,東京都,青梅市,御岳山17,0428-78-8121,https://www.mitaketozan.co.jp/,35.758527,139.628901,無,,無,,無,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,無,無,,,無,,,無,有,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,7:30～18:30,無,無,無,無,無,無,無,
東京メトロ 九段下駅,2021/1/28,1020074,131016,東京都,千代田区,九段南1-6-1,03-3261-2090,https://www.tokyometro.jp/station/kudanshita/,35.6749187,139.7606312,無,,無,,有,5,11,,,有,有,有,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,1,B2F,有,1,B2F,有,有,無,無,,無,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,,無,,有,常時対応,無,無,無,無,有,有,無,
新宿線 九段下,2022/1/31,1020073,131016,東京都,千代田区,九段北一丁目13番19号,03-3234-7621,https://www.kotsu.metro.tokyo.jp/subway/stations/kudanshita.html,"35.666379,139",139.7561511,無,,無,,有,4,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,2,B2F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,無,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,車いす対応エスカレーター有（階段昇降機）。
小田急 成城学園前駅,2020/2/27,1570066,131121,東京都,世田谷区,成城6-5-34,03-3483-1624,https://www.odakyu.jp/,35.687982,139.796623,無,,無,,有,2,22,243,108,有,有,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,1F,有,1,1F,有,無,有,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,始発～終電,無,無,無,無,有,無,無,
京王 飛田給駅,2021/1/27,1820036,132080,東京都,調布市,飛田給1-42-11,042-486-2877,https://www.keio.co.jp/train/station/index.html,35.688601,139.787725,無,,無,,有,1,15,250,90,有,有,有,4,11,143,86,,,,1,20,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,無,1,2F,有,3,2F,有,無,有,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電,無,無,無,無,有,有,無,
JR 東京駅,2022/12/12,1000005,131016,東京都,千代田区,丸の内1丁目9番1号,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,11,"1F,B1F,B3F",有,11,"1F,B1F,B3F",有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,有,
東京メトロ　東京駅,2021/1/28,1000005,131016,東京都,千代田区,丸の内1-6-5,03-3231-5652,https://www.tokyometro.jp/station/tokyo/,35.6076153,139.7324705,無,,無,,有,1,11,,,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,無,無,無,無,有,1,B1F,有,1,B1F,有,無,無,無,,無,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,,無,,有,常時対応,無,無,無,無,有,有,無,
西武鉄道　多磨駅,2022/2/4,1830004,132063,東京都,府中市,紅葉丘3-42-2,042-369-2010,https://www.seiburailway.jp/,35.683505,139.701603,無,,無,,有,1,17,220,100,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,2F,有,1,2F,有,無,無,無,,無,,無,,有,あり,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,あり,無,,無,,有,始発～終電,無,無,無,有,有,無,無,
ゆりかもめ お台場海浜公園駅,2022/2/3,1350091,131032,東京都,港区,台場2-3,,https://www.yurikamome.co.jp/station-timetable/u-06.html,35.5624794,139.7138844,無,,無,,有,1,11,158,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,2F,有,3,2F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
ゆりかもめ 台場駅,2022/2/3,1350091,131032,東京都,港区,台場2-6,,https://www.yurikamome.co.jp/station-timetable/u-07.html,35.6918216,139.7687431,無,,無,,有,1,11,158,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,2F,有,3,2F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
ゆりかもめ 東京ビッグサイト駅,2022/2/3,1350063,131083,東京都,江東区,有明3-6-15,,https://www.yurikamome.co.jp/station-timetable/u-11.html,35.7020484,139.7513129,無,,無,,有,1,11,158,80,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,2,2F,有,5,2F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,5,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
ゆりかもめ 新豊洲駅,2022/2/3,1350061,131083,東京都,江東区,豊洲6-2-20,,https://www.yurikamome.co.jp/station-timetable/u-15.html,35.7020837,139.7428345,無,,無,,有,1,11,183,90,有,有,有,2,11,135,90,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,2F,有,3,2F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
ゆりかもめ 有明テニスの森駅,2022/2/3,1350063,131083,東京都,江東区,有明1-8-14,,https://www.yurikamome.co.jp/station-timetable/u-13.html,35.6800602,139.7181312,無,,無,,有,1,11,183,90,有,有,有,2,11,135,90,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,2F,有,3,2F,有,無,無,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
JR 新橋駅,2022/12/12,1050004,131032,東京都,港区,新橋2丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,1F,有,2,1F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
浅草線　新橋,2022/1/31,1050004,131032,東京都,港区,新橋二丁目21番1号先,03-3571-1693,https://www.kotsu.metro.tokyo.jp/subway/stations/shimbashi.html,35.683033,139.6998668,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
ゆりかもめ 新橋駅,2022/2/3,1050021,131032,東京都,港区,東新橋1-1-11,,https://www.yurikamome.co.jp/station-timetable/u-01.html,35.7011585,139.6971348,無,,無,,有,2,11,135,90,有,有,有,1,11,135,90,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,有,有,1,3F,有,5,3F,有,無,無,無,,無,,無,,有,2,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,営業時間内,無,無,無,無,有,有,無,
JR 浜松町駅,2022/12/12,1050022,131032,東京都,港区,海岸1丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,3F,有,1,3F,有,有,無,無,,無,,無,,無,,有,,無,,有,,無,,有,,無,,無,,有,,無,,無,,有,有,有,,無,,無,,無,無,有,有,無,無,無,
東京モノレール 浜松町駅,2020/2/21,1050013,131032,東京都,港区,浜松町2-4-12,,http://www.tokyo-monorail.co.jp/,35.7056019,139.6636129,無,,無,,有,1,9,160,89,有,有,有,1,11,196,89,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,無,無,1,1F,有,1,1F,有,無,有,無,,無,,無,,無,,無,,有,2,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,営業時間内（始発5:00前～終電0:30過ぎ）年中無休,無,無,無,無,有,有,無,
東京モノレール 大井競馬場前駅,2020/2/21,1400012,131091,東京都,品川区,勝島2-2-35,,http://www.tokyo-monorail.co.jp/,35.7056019,139.6636129,無,,無,,有,2,11,89,140,有,有,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,無,有,無,無,1,2F,有,1,1F,有,有,有,無,,無,,無,,無,,無,,有,1,無,,無,,無,,無,,無,,無,,無,,無,,有,,無,,無,,有,営業時間内（始発5:20頃～終電23:30頃）年中無休,無,無,無,無,有,有,無,
羽田空港第１ターミナル,2022/1/24,1440041,131113,東京都,大田区,羽田空港3-3-2,03-5757-8111,https://tokyo-haneda.com/,35.7048709,139.6333224,無,,無,,有,2,20,147,158,有,有,有,2,15,168,108,,,,2,24,222,99,,,,1,20,175,99,,,,1,20,204,108,,,,,無,無,,無,,有,有,有,有,有,有,19,"B1F,1F,2F,3F,4F,5F,6F",有,19,"B1F,1F,2F,3F,4F,5F,6F",有,無,無,無,,無,,有,1,有,4,無,,無,,無,,有,,無,,有,,有,18,無,,無,,無,,有,49,無,,有,手話対応可能スタッフのアサインに準ずる,有,案内カウンター営業時間に準ずる,無,無,無,無,無,無,有,各ターミナルに＜直結＞した駐車場有り
羽田空港第２ターミナル,2022/1/24,1440041,131113,東京都,大田区,羽田空港3-3-2,03-5757-8111,https://tokyo-haneda.com/,35.7048709,139.6333224,無,,無,,有,4,22,208,158,有,有,有,4,25,220,158,,,,2,23,250,88,,,,2,17,158,149,,,,2,44,265,230,,,,,無,無,,無,,有,有,有,有,有,有,18,"B1F,1F,2F,3F,4F,5F",有,18,"B1F,1F,2F,3F,4F,5F",有,無,無,無,,無,,無,,有,5,無,,無,,無,,有,,無,,有,,有,17,無,,無,,無,,有,29,無,,有,手話対応可能スタッフのアサインに準ずる,有,案内カウンター営業時間に準ずる,無,無,無,無,無,無,有,各ターミナルに＜直結＞した駐車場有り
羽田空港第３ターミナル,2022/1/26,1440041,131113,東京都,大田区,羽田空港2-6-5, 03-5757-8111,https://tokyo-haneda.com/,35.7048709,139.6333224,有,2910,有,52,有,4,40,324,160,有,有,有,6,29,273,160,,,,3,46,321,180,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,45,"1F,2F,3F,4F,5F",有,45,"1F,2F,3F,4F,5F",有,無,有,無,,無,,有,1,有,5,無,,無,,無,,無,,無,,有,278,有,294,無,,無,,有,,有,65,無,,有,状況により対応時間異なる,有,毎日24時間,無,無,無,無,無,無,有,ヒアリングループ：補聴器ご使用旅客用として設置有 多言語通訳機器の配布有
JR 田町駅,2022/12/12,1080014,131032,東京都,港区,芝5丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,2F,有,2,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
JR 大井町駅,2022/12/12,1400014,131091,東京都,品川区,大井1丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,2F,有,2,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
JR 大森駅,2022/12/12,1430016,131113,東京都,大田区,大森北1丁目,,https://www.jreast.co.jp/setsubi/pdf/barrier-free11-12.pdf,35.7141672,139.7752204,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,1,2F,有,1,2F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
JR 神田駅,2022/12/12,1010044,131016,東京都,千代田区,鍛冶町2丁目,,https://www.jreast.co.jp/estation/barrier-free/,35.69132917,139.6995728,無,,無,,有,,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,無,無,無,無,無,有,2,1F,有,2,1F,有,無,無,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,無,,有,有,無,,無,,無,,無,無,無,無,無,無,無,
浅草線　西馬込,2022/12/12,1430026,131113,東京都,大田区,西馬込二丁目1番6号,03-3775-9611,https://www.kotsu.metro.tokyo.jp/subway/stations/nishi-magome.html,35.7281578,139.7684527,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,1F,有,1,1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電まで,無,無,無,無,有,無,無,
浅草線　馬込,2022/1/31,1430021,131113,東京都,大田区,北馬込二丁目31番9号,03-3773-4210,https://www.kotsu.metro.tokyo.jp/subway/stations/magome.html,35.7381577,139.7520606,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電まで,無,無,無,無,有,無,無,
大江戸線 新宿西口,2022/1/31,1600023,131041,東京都,新宿区,西新宿一丁目3番17号,03-5389-2254,https://www.kotsu.metro.tokyo.jp/subway/stations/shinjuku-nishiguchi.html,35.7381581,139.7586267,無,,無,,有,4,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B3F,有,1,B3F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,有,有（有料）,無,,無,,無,,無,,有,3,無,,無,,有,始発～終車まで,無,無,無,無,有,有,有,
浅草線　中延,2022/1/31,1420052,131091,東京都,品川区,東中延二丁目9番12号,03-3786-4634,https://www.kotsu.metro.tokyo.jp/subway/stations/nakanobu.html,35.7465785,139.7447686,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終電まで,無,無,無,無,有,無,無,
浅草線　戸越,2022/1/31,1420041,131091,東京都,品川区,戸越三丁目4番17号,03-3786-4635,https://www.kotsu.metro.tokyo.jp/subway/stations/togoshi.html,35.7531875,139.7362504,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,無,無,
大江戸線 若松河田,2022/1/31,1620054,131041,東京都,新宿区,河田町10番地10号,03-3350-0441,https://www.kotsu.metro.tokyo.jp/subway/stations/wakamatsu-kawada.html,35.763949,139.7246835,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
浅草線　高輪台,2022/1/31,1080071,131032,東京都,港区,白金台二丁目26番7号先,03-3447-2983,https://www.kotsu.metro.tokyo.jp/subway/stations/takanawadai.html,35.7821846,139.7092358,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,無,無,車いす対応エスカレーター有（階段昇降機）。
大江戸線 牛込柳町,2022/1/31,1620053,131041,東京都,新宿区,原町2番地32号,03-3207-1730,https://www.kotsu.metro.tokyo.jp/subway/stations/ushigome-yanagicho.html,35.7468149,139.7516868,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,1,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
大江戸線 牛込神楽坂,2022/1/31,1620833,131041,東京都,新宿区,箪笥町15番地,03-5228-5318,https://www.kotsu.metro.tokyo.jp/subway/stations/ushigome-kagurazaka.html,35.7866243,139.7039723,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,1,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
浅草線　泉岳寺,2022/1/31,1080074,131032,東京都,港区,高輪二丁目16番34号,03-3447-1769,https://www.kotsu.metro.tokyo.jp/subway/stations/sengakuji.html,35.7912024,139.6892139,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,B1F,有,2,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,3,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,車いす対応エスカレーター有（階段昇降機）。
浅草線　三田,2022/1/31,1080014,131032,東京都,港区,芝五丁目34番10号,03-3452-1770,https://www.kotsu.metro.tokyo.jp/subway/stations/mita.html,35.7331755,139.7762959,無,,無,,有,1,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B1F,有,3,B1F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
大江戸線 春日,2022/1/31,1120003,131059,東京都,文京区,春日一丁目16番17号,03-3815-2314,https://www.kotsu.metro.tokyo.jp/subway/stations/kasuga.html,35.7333194,139.7968674,無,,無,,有,2,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,1,B2F,有,3,B2F,有,有,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,2,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
浅草線　大門,2022/1/31,1050013,131032,東京都,港区,浜松町一丁目27番12号,03-3433-5671,https://www.kotsu.metro.tokyo.jp/subway/stations/daimon.html,35.7496762,139.8031546,無,,無,,有,3,,,,無,無,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,,無,,有,有,有,有,有,有,2,B1F,有,6,B1F,有,無,有,無,,無,,無,,有,,無,,有,,無,,無,,無,,無,,無,,無,,無,,無,,有,6,無,,無,,有,始発～終車まで,無,無,無,無,有,有,無,
